rural,declarante,boasaude,lnrnd,escolar,fem,idade,cp,empr
0,0,1,1.781423177,7,0,38,0,0
0,0,1,1.558282126,14,1,47,0,0
0,1,1,2.043785134,15,0,35,0,0
0,0,1,0.901960515,1,1,41,0,0
0,1,1,1.035491907,9,1,17,0,0
0,0,0,1.27060422,8,1,63,0,0
0,0,1,0.90596444,9,1,24,0,0
0,0,1,1.676063773,6,0,24,0,0
0,1,1,1.228833938,11,1,40,0,0
0,1,1,0.956947538,9,0,20,0,0
0,1,0,1.655654099,7,0,38,0,0
0,0,1,0.956947538,9,0,18,0,0
0,1,1,1.740601599,11,1,34,0,0
0,1,1,1.257181425,11,1,30,0,0
0,0,1,2.725877008,8,0,36,0,1
0,0,1,1.530113035,11,1,17,0,0
0,1,1,1.20309653,11,1,42,0,0
0,1,1,1.963743067,11,1,37,1,0
0,0,1,1.963743067,11,0,30,1,0
0,1,1,1.375958069,11,1,47,1,0
0,0,0,1.78142151,11,0,46,0,0
0,1,1,1.781423177,8,0,63,1,0
0,0,1,2.379255178,15,1,30,0,0
0,1,1,2.569875083,14,0,46,0,0
0,0,1,1.59910162,11,1,44,0,0
0,1,0,1.558279626,10,0,35,1,0
0,1,1,1.59910162,8,0,36,1,0
0,0,1,0.901960515,9,1,16,0,0
0,0,1,1.375960569,10,0,35,0,0
0,0,1,2.06910025,11,0,26,0,0
0,1,1,0.982927703,0,1,48,0,0
0,1,1,0.982927703,8,0,34,0,0
0,0,1,0.982927703,4,0,25,0,0
0,0,1,2.846127362,4,0,55,0,0
0,1,1,0.913936419,4,1,49,0,0
0,1,1,0.901960515,8,0,24,0,0
0,1,1,0.901960515,11,1,22,0,0
0,0,1,1.375968069,11,1,48,1,0
0,0,1,1.858383478,11,0,23,0,0
0,0,1,1.27060422,5,0,47,0,0
0,1,1,1.365912885,11,1,21,0,0
0,0,1,1.27060422,11,1,23,0,0
0,0,1,1.201608968,11,1,31,0,0
0,1,1,2.369205398,11,0,22,0,0
0,0,1,1.27060422,11,1,18,0,0
0,0,1,1.558282126,5,0,67,1,0
0,1,1,1.27060422,11,1,30,0,0
0,0,1,1.201608968,1,0,45,0,0
0,1,1,0.577473706,3,1,44,1,0
0,1,1,1.59911162,11,1,41,0,0
0,1,1,1.371405951,11,0,26,0,0
0,0,1,1.558282126,7,0,22,0,0
0,0,1,1.740599516,11,0,35,0,0
0,1,1,0.865144667,11,1,28,0,0
0,1,0,1.269086427,4,1,45,0,0
0,0,1,1.27060422,4,1,46,0,0
0,0,1,1.845960032,11,0,34,0,0
0,1,1,1.676063773,11,0,24,0,0
0,1,1,1.694410891,2,0,41,0,0
0,1,1,1.238425867,11,1,24,0,0
0,0,1,1.238425867,11,0,22,0,0
0,0,1,1.288954874,11,1,26,0,0
0,1,0,0.982923999,3,1,42,0,0
0,1,1,1.335141699,8,0,40,0,0
0,0,1,0.901960515,11,1,26,0,0
0,1,1,1.27060422,4,0,44,0,0
0,0,1,1.270598664,11,1,33,0,0
0,1,1,1.255335466,10,1,23,1,0
0,0,1,1.255335466,11,0,28,1,0
0,1,1,1.27060422,11,1,37,0,0
0,1,1,1.221807389,7,0,58,1,0
0,0,1,1.27060422,4,1,56,0,0
0,0,1,2.043785134,6,0,33,0,0
0,1,0,1.845960032,11,0,39,0,0
0,1,1,1.493742216,11,0,29,0,0
0,1,0,0.172025263,4,1,54,1,0
0,0,0,2.043785134,4,0,59,0,1
0,0,1,2.043785134,11,0,32,0,0
0,0,1,2.06910025,11,0,54,0,0
0,0,0,1.558279626,6,0,33,0,0
0,0,1,3.285492796,15,0,46,0,0
0,0,1,1.963743067,15,1,40,1,0
0,0,1,1.781423177,14,0,24,0,0
0,1,1,1.781423177,13,0,21,0,0
0,0,0,1.781423177,8,0,60,0,0
0,0,1,1.27060422,11,0,38,0,0
0,1,1,1.781423177,15,0,30,1,0
0,0,1,1.44049909,14,0,25,0,0
0,0,1,3.00519155,8,0,50,0,0
0,1,1,0.416452699,11,1,22,0,0
0,1,1,1.088282663,2,0,43,1,0
0,1,1,1.861463577,11,1,50,0,0
0,0,1,1.088285996,5,0,31,1,0
0,1,1,2.292243801,9,0,42,0,0
0,1,1,1.781453176,11,1,34,1,0
0,0,1,2.474565358,4,0,59,0,0
0,1,1,1.676063773,8,0,53,0,0
0,1,1,1.686112997,11,0,29,0,0
0,0,1,1.019290982,4,0,41,0,0
0,1,1,1.558302959,3,1,30,0,0
0,1,1,0.952154655,4,0,48,0,0
0,1,0,1.039495832,2,1,47,0,0
0,0,0,0.865139112,1,0,60,0,1
0,0,0,-0.233439845,9,0,38,0,0
0,0,1,0.90596444,5,1,36,0,0
0,1,1,1.781438177,4,0,55,0,0
0,0,1,0.784177479,4,1,33,0,0
0,1,1,-0.258730731,11,1,56,0,0
0,1,1,2.369205398,11,0,27,0,0
0,0,1,2.251448056,11,1,20,0,0
0,0,0,1.295915361,8,1,47,0,1
0,0,1,2.186884952,11,1,29,0,0
0,0,0,1.00732103,11,1,20,1,0
0,1,0,0.719638958,9,1,18,1,0
0,1,0,1.375981402,4,1,47,0,0
0,1,1,0.482163526,11,0,22,0,0
0,1,1,0.423311915,7,0,51,1,0
0,1,1,0.865139112,11,1,20,0,0
0,1,1,1.589051385,7,0,46,0,0
0,0,1,1.295915361,3,1,36,0,1
0,1,1,0.865139112,11,1,44,1,0
0,1,0,0.722040832,5,1,35,0,0
0,1,0,1.638320026,6,0,29,0,0
0,1,1,1.404135613,11,1,47,0,0
0,0,1,1.645291419,11,0,18,0,0
0,0,1,0.395138816,8,0,38,1,0
0,1,1,-0.926537029,11,1,29,1,0
0,0,1,1.27060422,11,0,36,0,0
0,1,1,1.653597987,8,1,34,0,0
0,1,1,1.27060422,7,0,42,0,0
0,0,0,1.209971265,4,0,62,1,0
0,1,1,1.114596292,11,0,34,0,0
0,0,1,1.242430962,10,1,21,0,0
0,0,1,0.901960515,8,0,49,0,0
0,1,0,1.088285996,3,1,44,0,0
0,0,1,1.17529404,11,0,22,0,0
0,0,1,1.088285996,11,0,20,0,0
0,0,1,1.088285996,8,0,18,0,0
0,0,1,0.800606146,2,0,59,0,0
0,0,1,1.270609775,4,1,59,0,0
0,0,1,1.12750594,11,1,35,0,0
0,1,1,1.215796922,10,0,26,0,0
0,1,0,0.927725501,8,1,26,0,0
0,0,1,1.306969483,2,0,50,0,1
0,1,1,2.423319694,4,1,51,0,0
0,0,1,1.088285996,10,0,18,0,0
0,0,1,1.375960569,11,0,38,0,0
0,1,1,1.329442339,4,1,39,0,0
0,0,0,0.326154516,5,1,36,0,0
0,1,1,0.719638958,9,1,17,0,0
0,0,0,1.329442339,10,0,20,0,0
0,0,1,0.496495406,11,1,22,0,0
0,0,1,1.242430962,8,0,32,0,0
0,0,0,1.375958069,8,0,38,0,1
0,0,1,0.865139112,11,0,20,0,0
0,0,0,1.198628979,9,0,27,0,0
0,1,0,0.172025263,8,1,23,0,0
0,1,1,1.221807389,8,0,31,1,0
0,0,1,1.152829517,11,1,40,1,0
0,0,0,0.865155778,11,0,44,1,0
0,0,1,1.221807389,11,0,34,0,0
0,1,1,1.088282663,11,1,30,0,0
0,0,0,0.459682337,7,0,54,1,0
0,0,1,1.035491907,12,0,19,0,0
0,1,1,1.96374029,8,0,48,0,1
0,1,1,1.201608968,8,1,44,0,0
0,0,1,0.459674004,11,0,21,0,1
0,1,0,2.295874004,4,0,45,0,0
0,1,1,1.329442339,8,1,36,0,0
0,0,1,3.455390861,7,0,27,0,1
0,1,1,1.480326102,5,1,40,0,0
0,0,1,1.183594358,1,0,59,0,0
0,0,1,1.27060422,10,1,48,0,0
0,1,0,-0.233439845,4,1,66,1,0
0,0,1,2.004563395,10,0,37,0,0
0,1,1,1.462971946,9,1,35,0,0
0,0,1,1.035491907,10,1,17,0,0
0,1,0,2.561575901,4,0,49,0,0
0,1,1,1.032195761,4,1,46,0,0
0,1,1,1.493742216,11,0,48,0,0
0,0,1,1.277982366,8,0,20,0,0
0,1,0,1.55830534,4,1,50,0,0
0,0,1,1.493742216,11,1,30,0,0
0,1,0,1.088299329,6,1,39,0,0
0,1,0,1.033475366,11,0,30,0,0
0,0,1,1.285492586,4,1,28,0,0
0,0,1,2.369205398,11,0,43,0,0
0,1,1,0.865172444,11,1,35,1,0
0,1,0,0.172025263,4,0,59,0,0
0,1,1,1.152846184,5,1,48,0,0
0,0,1,1.740599516,7,0,35,0,0
0,0,0,0.599462757,6,0,35,1,0
0,1,1,1.752437405,11,1,38,1,0
0,1,0,2.320416345,15,1,47,0,0
0,0,1,0.970502961,4,0,55,0,1
0,0,0,1.350645646,4,1,50,0,0
0,1,1,1.676063773,15,0,27,0,0
0,0,1,2.093795992,11,0,23,0,0
0,0,1,1.730130409,8,0,30,0,0
0,1,1,1.054381686,9,1,44,0,0
0,0,1,1.410363988,10,0,19,0,0
0,0,1,0.952150489,0,0,32,0,0
0,1,1,1.4436184,11,0,26,0,0
0,0,1,1.963743067,6,0,35,0,0
0,1,1,2.186884952,11,1,35,0,0
0,1,1,1.963743067,13,0,40,0,0
0,0,1,1.27060422,11,0,46,1,0
0,1,0,0.490459298,5,0,65,1,0
0,0,0,2.069120249,2,1,62,0,0
0,1,0,1.088282663,4,1,54,1,0
0,0,1,0.682820888,11,1,29,0,0
0,1,1,0.528683541,11,1,58,0,0
0,0,0,1.165245556,4,0,64,0,0
0,0,1,1.152817018,11,1,34,0,1
0,0,1,0.528683541,11,1,23,0,0
0,0,1,0.865155778,7,0,15,0,0
0,0,1,1.663635142,8,0,34,1,0
0,1,1,1.781423177,11,1,45,0,0
0,0,1,0.769845598,10,1,17,0,0
0,0,1,1.474898886,7,0,22,0,0
0,0,0,0.788181404,2,0,50,0,0
0,0,0,-10.03161688,4,1,44,0,0
0,1,1,0.508476072,11,1,20,0,0
0,0,1,1.146553772,8,0,22,0,0
0,1,1,0.970502961,5,0,31,0,0
0,1,0,1.088365992,11,1,22,0,0
0,0,1,1.146553772,1,0,44,0,0
0,1,1,1.329442339,11,0,24,0,0
0,0,1,1.146553772,11,0,24,0,0
0,1,1,1.740607849,6,1,30,1,0
0,0,1,0.719638958,4,0,32,0,0
0,0,0,0.865142445,0,0,41,0,0
0,1,0,0.009515157,8,1,49,0,0
0,0,1,-0.149539396,8,0,17,0,0
0,0,1,1.335138574,11,0,38,0,0
0,0,1,1.404135613,13,0,27,0,0
0,0,1,1.27060422,13,0,24,0,0
0,0,1,1.558282126,11,0,22,1,0
0,1,1,0.970495461,11,0,20,0,0
0,0,1,0.642003894,5,0,34,0,0
0,1,1,0.901960515,4,0,50,1,0
0,1,0,-9.731512288,4,1,46,0,0
0,0,1,1.083829503,12,0,28,0,0
0,1,1,1.168324089,11,0,42,0,0
0,1,1,1.242430962,11,1,38,0,0
0,1,0,1.295003103,7,1,28,0,0
0,1,0,1.183594358,4,0,51,0,0
0,1,1,1.088285996,8,0,20,0,0
0,1,1,1.27060422,3,0,54,0,0
0,0,0,1.129103991,11,0,23,0,0
0,1,0,0.952150489,5,0,41,1,0
0,0,0,0.865147445,1,0,49,1,0
0,1,1,0.354363486,9,1,16,0,0
0,1,0,4.371682343,4,0,71,1,0
0,0,1,0.901960515,9,1,44,0,0
0,0,1,1.676063773,11,0,20,0,0
0,0,1,1.781423177,15,1,56,1,0
0,1,0,1.335141699,8,0,55,0,0
0,0,1,1.558282126,15,1,59,0,0
0,1,1,2.004563395,15,0,44,1,0
0,1,1,2.474565358,3,1,72,1,0
0,1,1,2.0691015,8,0,55,1,0
0,0,1,-9.038365107,11,0,21,0,0
0,0,1,1.59910162,10,0,32,0,0
0,1,1,1.339602647,6,1,43,0,0
0,0,1,1.424752519,4,0,44,1,0
0,0,1,1.27060422,11,1,21,0,0
0,0,1,1.558294626,5,0,46,1,0
0,1,1,2.117913985,11,0,39,1,0
0,0,0,2.251441806,2,0,66,1,0
0,1,1,1.410363988,11,1,30,0,0
0,1,1,1.830212865,7,0,40,1,0
0,0,1,1.088285996,8,1,36,0,0
0,1,1,1.493744438,11,0,30,0,0
0,1,1,1.183594358,11,1,27,0,0
0,1,0,0.865164111,3,1,41,0,0
0,1,1,1.375958069,6,0,42,0,0
0,1,0,0.066670303,1,0,41,0,0
0,0,1,0.937466362,11,1,35,0,0
0,0,1,1.5200614,5,0,43,0,0
0,1,1,1.165245556,11,1,40,0,0
0,1,0,0.982927703,4,0,53,0,0
0,0,1,0.901960515,4,1,35,0,0
0,1,1,2.186884952,1,0,68,0,1
0,1,1,-9.731512288,4,1,61,0,0
0,1,1,1.558277959,8,0,28,0,0
0,0,1,1.558282126,11,1,33,0,0
0,0,1,1.78142151,11,0,35,0,0
0,1,1,1.088285996,5,1,37,0,0
0,1,0,1.31939359,4,0,48,0,0
0,0,0,0.731619624,3,0,50,1,0
0,0,0,0.678816963,4,0,62,0,0
0,0,1,0.901960515,15,0,36,0,0
0,1,1,0.993973632,7,1,40,0,0
0,0,1,1.781418177,4,0,30,0,0
0,0,1,1.719548412,11,0,23,0,0
0,0,0,0.543573303,3,0,54,0,0
0,0,1,1.23286261,11,1,26,0,0
0,0,0,0.577473706,10,0,24,0,0
0,0,1,1.088315995,10,0,19,0,0
0,0,0,2.251423056,15,1,45,0,0
0,0,1,2.251441806,4,0,46,0,0
0,1,1,0.901960515,11,0,29,0,0
0,0,1,0.901960515,11,1,28,0,0
0,0,0,1.424752519,2,0,44,0,0
0,0,1,0.865142445,0,0,64,0,0
0,1,0,-7.652070746,0,1,64,0,0
0,0,1,1.051243593,11,0,26,0,0
0,0,1,1.088282663,10,0,26,0,0
0,1,1,1.364533166,10,0,31,0,0
0,0,1,0.887617523,6,1,32,0,0
0,0,1,0.762858981,0,0,57,0,0
0,0,1,0.648916578,5,0,29,0,0
0,0,1,-0.115640143,5,1,26,0,0
0,0,1,0.577473706,4,0,43,0,0
0,1,0,0.326268792,9,1,42,1,0
0,0,1,0.933579062,10,0,19,0,0
0,1,1,1.255335466,4,0,51,0,0
0,1,1,1.462971946,4,0,30,0,0
0,1,1,1.335151074,4,0,25,0,0
0,1,1,1.580753593,5,0,24,0,0
0,1,1,1.580753593,4,0,28,0,0
0,0,1,1.189642587,4,1,40,0,0
0,0,1,1.506986858,0,0,38,0,0
0,0,1,2.004563395,4,0,56,1,0
0,0,1,2.474565358,15,0,25,0,0
0,0,1,1.27060422,4,0,58,0,0
0,1,0,-7.652070746,1,1,58,0,0
0,0,0,0.682825888,4,0,50,1,0
0,0,1,0.565042853,9,0,16,0,0
0,1,1,1.700468211,7,1,38,1,0
0,1,1,1.686112997,7,0,34,0,0
0,0,1,0.865144667,5,1,44,0,0
0,1,1,1.183594358,11,1,50,0,0
0,0,1,2.004563395,8,0,50,0,0
0,1,1,1.27060422,11,1,47,0,0
0,0,0,0.277435775,11,1,40,0,0
0,1,1,1.375968069,11,1,32,1,0
0,1,1,1.051243593,11,0,36,0,0
0,1,1,1.558282126,4,0,51,0,0
0,0,1,1.183594358,2,1,53,0,0
0,0,0,1.088285996,6,0,54,0,0
0,1,1,1.282433776,11,1,41,0,0
0,0,1,1.183594358,11,1,19,0,0
0,0,1,1.047460669,11,0,18,1,0
1,0,1,2.186884952,15,0,45,1,0
1,1,1,1.558282126,11,1,46,0,0
1,1,1,0.75181376,3,0,57,1,0
1,1,1,-9.038365107,9,1,56,0,0
1,1,0,0.934137539,3,0,74,0,0
1,1,1,-9.780302452,5,1,41,0,0
1,1,1,0.577473706,4,0,54,0,0
1,1,1,1.707312897,3,0,41,1,0
1,1,1,1.300455222,11,0,26,0,0
1,0,1,0.954763175,11,1,27,0,0
1,0,1,1.047460669,4,0,48,0,0
1,0,1,1.676108216,5,1,48,0,0
1,0,1,1.242430962,15,0,33,1,0
1,1,1,0.887617523,11,1,33,1,0
1,1,0,0.354352376,4,0,64,1,0
1,1,1,-8.345217927,4,1,60,0,0
1,1,1,2.363340605,15,0,33,0,0
1,1,0,1.270620886,0,0,72,1,0
1,1,0,-9.038365107,4,0,70,0,0
1,1,1,2.369205398,8,0,45,1,0
1,1,0,2.369205398,8,0,43,1,0
0,1,0,1.124647926,4,0,51,0,0
0,1,1,2.282673196,15,1,47,0,0
0,0,1,2.251423056,13,0,57,1,0
0,0,1,1.493744438,12,1,19,0,0
0,1,1,1.845957948,13,1,25,0,0
0,1,1,2.06910025,14,0,39,1,0
0,0,1,1.676063773,5,0,39,0,0
0,1,0,1.493764437,0,0,71,1,0
0,0,0,1.088285996,7,0,45,1,0
0,0,1,1.424752519,5,0,44,1,0
0,1,1,3.390852908,10,0,46,0,0
0,1,1,1.300455222,11,0,25,0,0
0,0,0,0.806650335,11,1,23,0,0
0,0,1,1.152817018,8,1,48,0,1
0,0,0,2.292243801,11,0,57,0,1
0,0,1,-9.913833845,15,1,26,0,0
0,1,1,2.186884952,4,0,59,0,1
0,1,1,0.646455466,8,0,41,1,0
0,1,1,1.558282126,9,0,55,0,0
0,1,1,2.880028799,15,0,40,1,0
0,0,1,3.39085509,11,1,25,1,0
0,1,1,1.301053428,5,0,50,1,0
0,0,1,0.731638671,9,1,47,0,0
0,0,1,1.558282126,11,0,28,0,0
0,1,1,3.167712538,7,0,47,1,0
0,0,1,2.06910525,15,1,44,0,0
0,1,1,1.375958069,9,0,41,0,0
0,0,1,1.27060422,4,1,37,0,0
0,0,1,1.193646512,9,0,20,0,0
0,0,0,2.938868823,15,0,49,0,0
0,0,1,2.186884952,11,1,52,0,0
0,0,1,1.845964198,14,1,22,0,0
0,0,1,1.845964198,13,0,20,0,0
0,1,1,0.577473706,6,0,65,1,0
0,1,1,0.829084994,3,1,38,0,0
0,1,0,1.78144651,8,1,36,0,0
0,0,1,0.682825888,10,0,19,0,0
0,0,1,1.676063773,11,0,25,0,0
0,1,1,1.963743067,15,0,48,0,0
0,1,0,1.462971946,11,1,51,0,0
0,0,0,1.27060422,8,0,39,0,0
0,1,0,1.59910162,3,1,46,0,1
0,0,1,1.258177533,10,0,22,0,0
0,0,1,1.355341282,4,0,39,0,0
0,0,1,1.035491907,9,1,20,0,0
0,0,1,1.78142151,11,0,26,0,0
0,0,1,2.21967456,11,0,29,0,0
0,0,1,2.439472609,11,1,30,0,0
0,0,1,2.251421352,15,0,32,0,0
0,1,1,1.595107695,8,0,76,1,0
0,0,1,2.474565358,11,1,24,0,0
0,1,1,2.186884952,15,1,40,0,0
0,0,1,1.91494957,11,0,35,1,0
0,1,0,1.17529404,11,0,37,0,0
0,1,1,1.462971946,11,1,30,0,0
0,1,1,2.117892557,5,0,59,0,0
0,1,0,2.251541799,4,1,48,1,0
0,1,1,1.27060422,3,1,51,0,0
0,0,0,1.558282126,11,0,24,0,0
0,0,1,1.335138574,6,0,56,0,0
0,1,0,1.088285996,6,1,50,0,0
0,1,1,1.27060422,14,1,21,0,0
0,0,0,0.865136731,11,1,40,0,0
0,1,1,1.311416215,7,0,30,0,0
0,0,1,0.901960515,10,1,17,0,0
0,0,1,1.088282663,11,1,22,0,0
0,0,0,1.44049909,5,1,39,0,0
0,1,1,1.311422881,8,0,19,0,0
0,1,0,1.088299329,3,0,62,1,0
0,0,1,1.255335466,11,0,27,0,0
0,1,1,0.809057017,4,0,64,0,0
0,1,1,1.375960569,11,1,37,0,0
0,1,1,0.344775446,8,1,15,0,0
0,1,1,1.905246559,6,0,50,0,0
0,1,1,1.329442339,11,0,20,0,0
0,1,1,1.088285996,2,0,59,1,0
0,0,1,1.868432887,5,0,51,0,0
0,1,1,1.845976698,8,1,47,1,0
0,0,1,1.152817018,11,0,22,0,0
0,1,0,0.577473706,5,1,36,1,0
0,1,1,0.354330154,5,0,14,0,0
0,1,1,-9.731512288,4,0,13,0,0
0,1,1,2.654610397,15,0,42,0,0
0,1,0,1.740599516,5,1,42,1,0
0,1,1,2.474564903,2,0,36,0,0
0,1,0,1.189642587,5,0,48,1,0
0,1,1,1.618906012,11,0,21,0,0
0,0,1,1.493744438,11,1,26,0,0
0,1,1,0.577473706,11,1,44,0,0
0,1,0,2.091574772,10,0,29,0,1
0,1,1,2.022582377,11,0,36,0,0
0,0,1,1.31711666,8,0,36,0,0
0,1,1,1.876732448,11,1,30,0,1
0,0,1,0.901960515,11,0,26,0,0
0,0,1,0.901960515,5,0,19,0,0
0,0,1,1.558282126,5,0,30,0,0
0,1,1,1.558282126,8,1,28,0,0
0,1,1,1.499785467,10,0,44,0,0
0,0,1,1.462971946,8,0,46,0,0
0,1,0,2.028279505,8,0,54,0,0
0,1,1,0.45969067,4,1,56,0,0
0,1,1,1.17529404,11,0,21,0,0
0,1,0,0.046878786,1,0,67,1,0
0,0,0,1.686112997,7,0,41,0,0
0,0,0,1.424752519,7,0,30,0,0
0,0,1,1.424752519,8,0,28,0,0
0,1,1,1.152829517,8,1,36,0,0
0,1,1,0.590711915,3,1,53,0,0
0,0,1,1.270611363,4,1,32,0,0
0,0,1,2.091574772,4,0,53,0,0
0,0,1,2.091574772,4,1,52,0,0
0,1,1,2.474564903,15,1,32,0,0
0,0,1,1.462971946,11,1,24,0,0
0,0,0,1.691813518,13,0,24,0,0
0,0,1,1.270600887,8,0,52,0,0
0,0,1,1.845964198,13,1,48,0,0
0,0,0,0.613822303,0,0,47,0,0
0,1,0,0.395158815,8,1,34,0,0
0,0,0,-7.652070746,5,0,29,0,0
0,1,1,1.948474954,11,0,33,0,0
0,1,1,1.150320184,10,1,33,0,0
0,0,0,1.255335466,7,0,47,0,0
0,1,0,1.004906127,6,0,31,0,0
0,0,1,1.868432887,8,0,55,0,0
0,0,1,2.069099795,6,0,35,0,1
0,1,1,0.39525214,11,1,33,0,0
0,0,1,0.865155778,7,1,17,0,0
0,0,1,1.627269164,12,0,29,1,0
0,0,1,2.043785134,11,0,25,0,0
0,1,1,1.424809659,4,1,63,0,0
0,1,0,2.251541799,5,1,37,1,0
0,1,0,-7.988542983,6,0,60,0,0
0,0,0,1.371405951,11,0,26,0,0
0,0,0,1.580753593,11,0,22,0,0
0,0,0,1.371405951,9,0,18,0,0
0,1,0,-1.108758601,8,1,64,1,0
0,0,0,1.357612819,2,0,53,0,0
0,1,1,1.580753593,11,0,52,0,0
0,0,0,0.172015264,2,0,47,1,0
0,0,1,1.088305996,9,0,18,0,0
0,1,1,1.315053809,10,0,48,0,0
0,1,0,0.858303797,3,1,43,0,0
0,1,1,2.156112877,15,0,28,0,0
0,1,1,0.719638958,11,1,23,0,0
0,0,1,1.558279626,9,0,28,0,0
0,1,0,2.425780194,6,1,32,1,0
0,0,1,0.865147445,9,0,20,0,0
0,0,1,0.923804004,10,1,28,0,0
0,0,0,1.493742216,4,0,55,0,0
0,0,0,2.117892557,10,1,51,0,0
0,1,1,4.043177942,15,1,28,0,0
0,0,0,0.865144667,3,0,31,0,0
0,1,1,2.811037356,5,0,47,0,1
0,1,1,1.088285996,11,0,19,0,0
0,1,1,1.270643107,9,0,17,0,0
0,0,1,0.642003894,7,0,15,0,0
0,0,1,0.31417385,8,0,36,0,0
0,1,1,0.719638958,8,1,32,0,0
0,0,1,0.401185227,11,1,20,0,0
0,1,0,1.850951678,12,1,30,0,0
0,0,1,0.970499627,11,0,25,1,0
0,0,0,1.152817018,11,0,23,0,0
0,1,1,2.474565358,6,0,50,1,0
0,1,1,1.64789607,11,1,47,0,0
0,0,1,0.731619624,11,0,20,1,0
0,0,1,0.682817555,8,0,42,0,0
0,1,1,-0.926537029,7,1,34,0,0
0,0,1,0.806650335,9,0,18,0,0
0,0,1,3.167710038,11,0,44,0,0
0,1,0,1.781423177,12,0,45,0,0
0,0,1,1.329442339,11,0,51,1,0
0,1,0,0.683000869,0,1,61,0,0
0,0,1,0.887617523,11,1,28,0,0
0,0,1,1.948474954,5,0,38,0,0
0,0,1,1.868432887,9,0,29,0,0
0,1,1,0.806650335,11,1,43,0,0
0,1,1,1.501712502,11,1,38,0,0
0,1,1,1.17529404,14,1,38,0,0
0,0,1,2.474565358,15,0,42,0,0
0,1,0,2.88002991,15,1,57,0,0
0,1,0,0.395318796,0,1,68,1,0
0,0,1,0.719638958,11,1,53,0,0
0,0,1,0.901960515,2,1,54,0,0
0,1,1,1.861463577,4,0,49,0,0
0,0,1,1.462971946,11,0,21,0,0
0,0,1,-9.443830215,11,1,17,0,0
0,0,1,1.31939359,11,0,19,1,0
0,0,1,2.697707242,6,0,45,1,0
0,1,1,2.697707242,9,1,39,1,0
0,1,1,0.453406592,1,0,38,0,0
0,0,1,0.901960515,8,1,31,0,0
0,0,1,1.283845938,11,0,44,0,0
0,0,1,1.186718569,9,0,19,0,0
0,0,1,1.781423177,15,0,48,0,0
0,1,1,0.528683541,8,1,40,0,0
0,0,0,1.618906012,11,0,22,0,0
0,0,1,1.781433177,14,0,31,1,0
0,0,1,1.350645646,3,0,25,0,0
0,0,1,1.558282126,10,0,41,0,0
0,1,0,1.183594358,4,1,44,0,0
0,0,1,0.937466362,8,0,15,0,0
0,0,1,1.963743067,4,0,35,0,0
0,1,0,1.506989489,8,1,34,0,0
0,1,1,1.273931955,11,1,32,0,0
0,0,1,1.168324089,4,1,46,0,0
0,0,1,1.781423177,11,0,21,0,0
0,0,1,2.697707909,8,0,41,1,0
0,1,1,1.676063773,8,1,32,0,0
0,1,1,1.781479842,4,1,69,1,0
0,1,0,1.124647926,11,0,21,0,0
0,1,1,3.167717538,5,1,53,1,0
0,1,1,1.493744438,11,1,38,0,0
0,0,0,1.424752519,11,0,54,0,0
0,1,0,1.365912885,8,1,50,0,0
0,0,0,1.088285996,11,0,28,0,0
0,0,1,1.088285996,11,1,24,0,0
0,0,0,2.312047311,4,0,48,0,0
0,1,1,1.506989489,7,1,42,0,0
0,0,1,1.963743067,8,0,49,0,0
0,0,1,1.558282126,11,0,18,0,0
0,0,0,0.719638958,4,0,62,0,0
0,0,1,1.242430962,15,0,27,0,0
0,0,1,1.493744438,4,0,34,0,0
0,0,1,1.424752519,11,1,28,0,0
0,1,1,1.047464835,4,1,56,0,0
0,0,1,1.424752519,5,0,39,0,0
0,0,1,1.047464835,4,0,45,0,0
0,0,0,1.375998068,3,1,59,0,0
0,0,1,1.493744438,11,0,29,0,0
0,0,1,1.861471269,11,1,40,0,0
0,1,1,1.350645646,11,0,20,0,0
0,0,1,1.183594358,11,1,36,0,0
0,0,0,1.477312611,11,0,35,0,0
0,1,1,1.27060422,1,0,48,0,0
0,0,0,1.258177533,4,0,44,1,0
0,0,1,1.193639846,9,0,19,0,0
0,1,1,2.985388481,8,1,56,0,1
0,0,0,3.167710038,3,0,57,0,1
0,1,0,1.213443845,11,1,41,0,0
0,0,1,1.963743067,6,0,29,0,0
0,1,1,1.424752519,11,1,36,0,0
0,1,1,1.108088232,4,1,35,0,0
0,0,1,1.437654459,10,1,18,0,0
0,1,1,1.595107695,11,1,35,0,0
0,1,1,1.493744438,11,0,27,0,0
0,1,0,1.236703243,11,0,47,0,0
0,1,1,1.035491907,6,1,46,0,0
0,0,1,1.398434258,11,0,22,0,0
0,1,1,1.071475827,11,1,29,0,0
0,0,1,1.676063773,11,0,28,0,0
0,0,1,1.963743067,11,0,29,0,0
0,1,1,0.775541536,4,1,73,1,0
0,1,1,1.221847388,2,1,62,1,0
0,0,0,0.508483215,7,1,23,0,0
0,0,1,1.412786138,3,0,34,0,0
0,1,0,0.577607026,11,1,39,0,0
0,1,0,0.472116894,8,0,29,0,0
0,0,1,1.311422881,11,1,37,0,0
0,0,1,1.311422881,11,1,20,0,0
0,0,1,0.901960515,4,1,45,0,0
0,1,1,1.298000041,11,0,19,0,0
0,0,1,1.035491907,9,1,17,0,0
0,0,1,1.152854517,6,1,13,0,0
0,0,1,1.781423177,4,0,70,0,1
0,1,1,2.292245468,15,1,40,0,0
0,0,0,-8.122074375,4,0,74,0,0
0,1,1,2.186884952,11,0,32,0,1
