ano,periodo,vtotal,areatotal,tempano,precano,munic
1990,0,1264258.845,1388970,22.8626493,1316.340737,3500105
1991,0,737239.9082,1235817,23.21814093,1414.517344,3500105
1992,0,1381728.03,1059597,22.73151711,1389.987868,3500105
1993,0,1547278.853,941193,23.19672431,1319.847774,3500105
1994,0,1383899.674,991584,23.60301386,1160.328301,3500105
1995,0,1632009.413,972081,23.55167436,1492.403992,3500105
1996,0,1910847.544,1063953,23.02875219,1152.816758,3500105
1997,0,1843234.697,1081377,23.31528671,1567.560276,3500105
1998,0,1812944.284,1046529,23.19374713,1389.116572,3500105
1999,0,2051107.492,1094841,23.47183487,980.518653,3500105
2000,0,1326583.734,969804,23.27866088,1268.023185,3500105
2001,0,2484606.325,1234827,23.63068498,1290.845201,3500105
2002,0,3081434.669,1445895,24.46876714,1026.956924,3500105
2003,0,2546356.201,1342341,23.49745261,1180.719235,3500105
2004,0,2503896.467,1463121,23.04267386,1224.749955,3500105
2005,0,2861892,1419561,23.41363712,1247.012245,3500105
2006,1,3008258.857,1273536,23.80656157,1511.014591,3500105
2007,1,3909081.094,1403127,24.15558316,1282.302306,3500105
2008,1,3452473.915,1560042,23.34564044,1083.705145,3500105
2009,1,3702484.254,1592217,23.35702565,1940.94644,3500105
2010,1,3326064.896,1571823,23.09774632,1312.794851,3500105
2011,1,3284135.66,1525095,22.95208962,1130.961296,3500105
2012,1,3603019.613,1514700,23.34241862,1269.673176,3500105
2013,1,3572662.424,1501038,22.53908954,1277.421879,3500105
2014,1,2756874.72,1415898,23.16971218,1117.643983,3500105
1990,0,1042861.16,607860,23.0372566,1314.680396,3500204
1991,0,970738.5599,561330,22.99643538,1568.345787,3500204
1992,0,1671605.489,738936,23.07253435,1494.948162,3500204
1993,0,1784159.333,518859,23.35126229,1124.035634,3500204
1994,0,2412145.109,828729,23.92918825,1295.441624,3500204
1995,0,1035302.852,606870,23.72833386,1574.835801,3500204
1996,0,950784.9263,552717,23.13837307,1099.646845,3500204
1997,0,729897.9304,511038,23.66872378,1577.121396,3500204
1998,0,1052641.372,605088,23.7017489,1677.002749,3500204
1999,0,1157952.854,611919,23.61001348,1566.55519,3500204
2000,0,828805.3603,498762,23.62396701,1397.340276,3500204
2001,0,3788505.283,1372536,23.82129777,1207.611874,3500204
2002,0,2011975.182,496188,24.65429126,1222.910036,3500204
2003,0,1955134.533,665280,23.65800518,1290.462268,3500204
2004,0,2685254.08,714681,23.39250562,1286.806977,3500204
2005,0,2385900,697752,23.98475397,1096.027627,3500204
2006,1,3211426.91,657360,23.70252886,1366.057817,3500204
2007,1,3089130.568,914265,24.26693572,1376.664741,3500204
2008,1,3530094.653,981387,23.37518365,1164.033497,3500204
2009,1,2865520.837,863775,23.04880875,1601.833843,3500204
2010,1,4999252.932,898128,23.44872216,1006.424936,3500204
2011,1,5397155.998,897138,22.82520309,1557.595681,3500204
2012,1,2640891.949,871299,23.54583796,1118.170398,3500204
2013,1,2816235.011,840411,22.52296287,1284.188751,3500204
2014,1,2667752.044,947331,23.71106878,988.1852334,3500204
1990,0,1807263.747,1722402,20.60188916,1268.796682,3500303
1991,0,1940768.015,1795266,20.58213072,1470.662147,3500303
1992,0,3561856.609,1611522,19.31815785,1414.254685,3500303
1993,0,4577289.245,1621719,19.31802428,1401.791542,3500303
1994,0,5146674.832,1725570,19.40562895,999.828982,3500303
1995,0,3138848.196,1663893,20.05809017,1408.001944,3500303
1996,0,3483059.36,2064843,19.47709055,1499.785112,3500303
1997,0,2422748.343,1336203,20.40661476,1072.29563,3500303
1998,0,3969975.394,1830015,20.03987442,1361.642523,3500303
1999,0,3327955.864,1860111,19.64346892,1575.162217,3500303
2000,0,5954116.737,2830509,20.59607887,1672.011263,3500303
2001,0,14232929.12,1748637,19.9514181,1206.927726,3500303
2002,0,8483647.87,2809026,20.50960263,1094.937219,3500303
2003,0,8152268.47,3230370,20.06985413,953.2849059,3500303
2004,0,21360531.97,3617856,19.59214199,1496.962441,3500303
2005,0,15478353,3597858,19.93218223,1406.851744,3500303
2006,1,24533735.09,3739824,19.92108211,1210.694604,3500303
2007,1,36533421.12,3791700,20.49535794,1309.071088,3500303
2008,1,21019052.44,3700125,19.84204729,1332.50365,3500303
2009,1,9445562.231,4082265,20.17088233,1837.531694,3500303
2010,1,14893499.62,3021975,20.07854843,1136.465164,3500303
2011,1,16025956.07,3295215,19.89221393,1587.884076,3500303
2012,1,11024623.13,3349269,19.80811398,1321.077623,3500303
2013,1,10469463.4,3270465,19.30754059,1234.544704,3500303
2014,1,9425233.582,3320955,20.32080517,874.8972307,3500303
1990,0,460926.2439,198792,19.24966875,1466.055552,3500402
1991,0,538991.9862,250272,20.30952325,1806.668613,3500402
1992,0,560123.0923,245817,18.41983805,1646.705227,3500402
1993,0,826741.4296,236214,18.54406481,1460.451609,3500402
1994,0,1221831.851,207405,18.66692681,1422.305519,3500402
1995,0,1009150.775,197901,19.29269331,1811.239246,3500402
1996,0,466560.8148,203049,18.55815535,1757.2503,3500402
1997,0,545656.6379,177804,19.72966203,1742.385933,3500402
1998,0,660786.8241,183645,19.0713906,1399.621709,3500402
1999,0,661276.4161,190080,18.58213924,1356.96522,3500402
2000,0,713899.8201,197010,20.02903531,1812.152583,3500402
2001,0,697468.176,144342,18.8766725,1376.96329,3500402
2002,0,618501.4597,182160,19.29042288,1372.241861,3500402
2003,0,499982.0564,176022,19.09212005,1334.923364,3500402
2004,0,500922.2353,176814,18.71773139,1602.24288,3500402
2005,0,670527,181170,18.78661803,1507.959272,3500402
2006,1,670136.5015,181170,18.78178919,1468.192652,3500402
2007,1,563833.9762,172260,19.48201407,1527.223755,3500402
2008,1,472159.3095,169587,18.82260263,1449.700567,3500402
2009,1,396537.4727,188100,19.24290145,2150.690893,3500402
2010,1,154379.5608,184140,19.03163412,1257.887132,3500402
2011,1,811131.77,184635,18.88239081,1635.321699,3500402
2012,1,709871.5725,185130,19.02393655,1518.096776,3500402
2013,1,510222.2522,264231,18.80557213,1836.539136,3500402
2014,1,420156.8737,179487,19.481947,1199.947365,3500402
1990,0,97734.42108,139887,18.35172622,1283.941719,3500501
1991,0,114168.5641,142263,19.76755378,1849.764513,3500501
1992,0,206922.0637,129294,18.76857824,1475.104401,3500501
1993,0,225090.0587,118404,18.90707772,1542.840423,3500501
1994,0,195532.0079,67122,19.03103803,1429.090292,3500501
1995,0,230777.1109,66627,19.4342617,2017.577983,3500501
1996,0,211067.4738,67419,18.79461753,2038.531424,3500501
1997,0,229603.1094,69696,19.90941477,1593.580867,3500501
1998,0,140914.7806,72567,19.30761858,1653.709771,3500501
1999,0,173868.7145,72765,18.73406142,1712.6316,3500501
2000,0,145634.3982,59004,19.5641806,1658.323064,3500501
2001,0,146215.5823,55341,19.28390448,1435.986244,3500501
2002,0,136562.438,58212,19.70831258,1549.174778,3500501
2003,0,137960.9015,57420,19.25987573,1293.277567,3500501
2004,0,138028.3313,57123,18.75528509,1630.506342,3500501
2005,0,168597,58905,19.17159994,1600.283263,3500501
2006,1,158339.8764,65736,19.13980331,1463.432688,3500501
2007,1,298458.0359,65043,19.71978159,1416.680957,3500501
2008,1,153471.8846,64251,19.01513504,1643.281965,3500501
2009,1,204910.7207,64944,19.52302719,1975.196225,3500501
2010,1,253232.1617,64944,19.34995587,1359.842189,3500501
2011,1,270766.8492,60984,19.13136178,1603.712739,3500501
2012,1,201002.2398,60984,19.57489217,1774.959076,3500501
2013,1,152086.4924,60984,19.21456449,1869.927007,3500501
2014,1,181035.1054,60984,19.93369176,863.9119801,3500501
1990,0,,0,20.71647637,1303.436471,3500600
1991,0,,0,20.56370146,1660.095367,3500600
1992,0,,0,20.68382377,1377.377364,3500600
1993,0,,0,20.22046838,1327.683769,3500600
1994,0,,0,20.3627473,1261.331824,3500600
1995,0,,0,20.74203815,1734.041864,3500600
1996,0,,0,20.26404579,1426.54813,3500600
1997,0,,0,20.66569876,1280.666021,3500600
1998,0,,0,20.94965594,1260.057689,3500600
1999,0,,0,20.73298677,1326.466543,3500600
2000,0,,0,20.74457085,1465.109943,3500600
2001,0,,0,20.9597792,1348.631682,3500600
2002,0,,0,21.45551554,1422.097299,3500600
2003,0,,0,20.94890653,1382.099202,3500600
2004,0,,0,20.08480386,1663.419001,3500600
2005,0,,0,20.75576693,1290.448513,3500600
2006,1,,0,20.78001591,1376.685652,3500600
2007,1,,0,21.10150188,1484.048137,3500600
2008,1,,0,20.58795072,1268.86129,3500600
2009,1,,0,20.86294879,1524.249107,3500600
2010,1,,1,20.93665731,1353.684239,3500600
2011,1,,0,20.98499971,1725.293034,3500600
2012,1,,1,21.32078009,1543.876406,3500600
2013,1,,0,20.66372545,1440.033588,3500600
2014,1,,0,21.91450382,1106.676208,3500600
1990,0,616553.9981,739332,21.62664183,1370.298732,3500709
1991,0,648519.1349,737352,21.84148963,1426.632761,3500709
1992,0,1936066.568,980397,21.95262217,1352.549721,3500709
1993,0,880545.1936,887535,21.69315068,1548.561867,3500709
1994,0,1640328.715,862686,22.06993802,1104.745209,3500709
1995,0,2332925.016,1133253,21.90089182,1269.206859,3500709
1996,0,2732280.045,1123452,21.52026628,1083.709782,3500709
1997,0,2944737.946,1621026,21.81059217,1534.618048,3500709
1998,0,2058948.054,1279872,21.99264313,1438.226259,3500709
1999,0,1989422.451,1248885,22.14402831,1158.205214,3500709
2000,0,2036405.79,1225125,21.24503642,1410.976438,3500709
2001,0,2669989.159,1164042,21.07746857,1260.548321,3500709
2002,0,2519526.652,1102563,21.78970424,1166.04677,3500709
2003,0,2557646.414,1232748,21.53816708,1227.889517,3500709
2004,0,1653213.12,808236,20.3684005,1362.609623,3500709
2005,0,1977030,908820,20.94203382,1295.931177,3500709
2006,1,4864602.569,1304820,20.8803285,1002.247689,3500709
2007,1,4108023.152,1387980,21.32982934,1315.7479,3500709
2008,1,4071026.741,1628748,21.05227324,1202.389402,3500709
2009,1,3604725.987,1906443,21.04150982,1715.472665,3500709
2010,1,2876588.768,1586673,20.96004287,1261.754651,3500709
2011,1,5505592.601,1739034,21.66878981,1449.515158,3500709
2012,1,5863234.188,1944063,21.54658177,1332.963281,3500709
2013,1,4838205.43,1955745,20.95863305,1511.046352,3500709
2014,1,2393309.998,1820907,22.65869764,1208.732251,3500709
1990,0,147014.4351,355014,22.91803929,1254.110468,3500808
1991,0,103951.8828,339075,23.33588119,1254.54716,3500808
1992,0,190857.609,339570,22.81667755,1343.960503,3500808
1993,0,541620.9215,366201,23.09152978,1233.206664,3500808
1994,0,787381.1304,293535,23.69090104,1077.340105,3500808
1995,0,547596.553,207405,23.64826181,1261.684821,3500808
1996,0,381991.0916,191763,23.15696978,1101.005381,3500808
1997,0,262309.6368,154836,23.38147602,1435.008686,3500808
1998,0,314152.3865,114246,23.24918576,1443.857385,3500808
1999,0,197679.7793,155133,23.36365107,1175.294951,3500808
2000,0,616470.4077,126423,23.29015425,1502.476726,3500808
2001,0,490516.8902,142362,23.60568665,1232.418853,3500808
2002,0,301086.0632,107712,24.53805115,1170.405605,3500808
2003,0,186885.16,79002,23.56069619,1507.824253,3500808
2004,0,177784.0643,84744,23.03940332,1260.537208,3500808
2005,0,148698,70389,23.31330106,1075.029552,3500808
2006,1,183487.3897,50985,23.92048346,1018.864727,3500808
2007,1,226180.8489,60786,24.24094802,1308.674286,3500808
2008,1,271310.6219,76824,23.4503948,992.8539346,3500808
2009,1,215919.5344,52965,23.55779125,1878.060896,3500808
2010,1,246218.2299,61776,23.19240474,1311.425686,3500808
2011,1,191289.9611,66924,22.99271705,1316.051556,3500808
2012,1,117987.0535,46431,23.19694222,1357.832004,3500808
2013,1,132430.1301,32472,22.26820799,1340.299406,3500808
2014,1,151543.4206,35442,22.94727989,1198.677061,3500808
1990,0,1602316.664,1091970,22.98648215,1227.365356,3500907
1991,0,1566831.384,1161270,22.97884599,1743.491462,3500907
1992,0,1945290.936,1017720,23.42045995,1546.599462,3500907
1993,0,4277799.947,1233441,23.61633748,1216.959662,3500907
1994,0,4407349.827,1376001,24.19036625,1209.080868,3500907
1995,0,2204560.239,1190079,23.975005,1432.513055,3500907
1996,0,2323704.8,1326600,23.48770678,1348.293114,3500907
1997,0,1999535.74,1428570,23.8639186,1532.895168,3500907
1998,0,2271355.192,1219779,23.92156822,1400.241464,3500907
1999,0,2324535.222,1324422,23.79800025,997.7454674,3500907
2000,0,1963588.591,1287891,23.78830577,1407.072264,3500907
2001,0,3986458.687,1240866,23.94090338,1491.584882,3500907
2002,0,4377379.77,1403127,24.81255684,1367.519205,3500907
2003,0,4213544.394,1566774,23.85164389,1254.299131,3500907
2004,0,4548770.561,1639044,23.60544036,1187.149345,3500907
2005,0,4724874,1691316,24.19379543,1110.00978,3500907
2006,1,5241119.488,1593801,23.8737136,1487.262183,3500907
2007,1,6653097.084,1788435,24.49315112,1209.486504,3500907
2008,1,5449941.058,1785960,23.61501352,1533.191041,3500907
2009,1,5011285.429,2459061,23.5044921,1814.101513,3500907
2010,1,6453986.219,2065140,24.01677092,1359.966965,3500907
2011,1,8559608.905,2551725,23.03476022,1826.874743,3500907
2012,1,7425731.348,2453121,24.15838384,1265.000828,3500907
2013,1,8014315.235,3479058,22.50877662,1397.675493,3500907
2014,1,7764283.816,3776058,23.50660998,1061.795259,3500907
1990,0,2350928.451,2617560,21.11699483,1434.959986,3501004
1991,0,2123063.708,2497869,21.23850535,1712.711959,3501004
1992,0,6041707.065,2524995,20.74608362,1870.876517,3501004
1993,0,1843839.427,1661319,21.08942966,1420.820098,3501004
1994,0,7477299.631,2788632,21.40383111,1370.315216,3501004
1995,0,5759046.796,2798235,21.37637819,1792.316356,3501004
1996,0,8926744.646,3164733,20.97207772,1989.88777,3501004
1997,0,5183573.705,2860308,21.30376994,1670.226664,3501004
1998,0,10658411.86,2975643,21.49506886,1469.11692,3501004
1999,0,10526727.91,2994552,21.09451375,1365.374746,3501004
2000,0,6502430.247,2808135,21.15775154,1709.573732,3501004
2001,0,5865295.839,2513808,21.44057889,1285.61758,3501004
2002,0,7213203.371,2388771,22.32881433,1653.930086,3501004
2003,0,4920330.117,2391741,21.57250095,1590.829004,3501004
2004,0,7429497.772,2604888,21.07396059,1842.09307,3501004
2005,0,9783378,2740518,21.42991335,1641.267027,3501004
2006,1,10848517.97,2645874,21.18788528,1916.070895,3501004
2007,1,6715665.395,2591523,21.66844759,1547.737047,3501004
2008,1,11536130.86,2649537,20.95557101,1724.990227,3501004
2009,1,7295247.33,3734577,21.58233503,2037.870664,3501004
2010,1,8815854.681,3765861,21.55775139,1362.920131,3501004
2011,1,8060281.071,3964158,21.27270205,1582.735567,3501004
2012,1,5860711.627,1912779,21.51751972,1538.035651,3501004
2013,1,8315747.923,2869515,20.81712932,1635.453836,3501004
2014,1,10802774.24,3661713,22.0466171,1051.195399,3501004
1990,0,396111.8294,381348,23.21696595,1100.342103,3501103
1991,0,456442.1857,505890,23.24756904,1113.743737,3501103
1992,0,1848361.433,873873,22.93887284,1627.319765,3501103
1993,0,1619049.373,864072,23.28990205,1291.680437,3501103
1994,0,1197511.949,832788,23.85257047,1025.52866,3501103
1995,0,1157079.701,637659,23.6851515,1540.761742,3501103
1996,0,924557.6071,486783,23.07194676,1257.465094,3501103
1997,0,1009629.134,590634,23.60139507,1333.328849,3501103
1998,0,1131935.791,619938,23.55885356,1860.148194,3501103
1999,0,569388.0789,486684,23.53931513,1386.215259,3501103
2000,0,855310.8208,517572,23.49955645,1297.295424,3501103
2001,0,309103.7107,216810,23.76199711,1556.095444,3501103
2002,0,1788173.841,820611,24.67265247,1058.463407,3501103
2003,0,1564474.788,947133,23.68480251,1281.738475,3501103
2004,0,2084629.827,911196,23.26867672,1372.435738,3501103
2005,0,1422828,597663,23.69358282,1315.216241,3501103
2006,1,2506799.55,941292,23.80605372,1304.903117,3501103
2007,1,2538241.76,932085,24.30347178,1524.066394,3501103
2008,1,2058035.45,1000197,23.43673146,1021.337729,3501103
2009,1,,3366,22.88367881,1831.460102,3501103
2010,1,2638553.458,1597167,22.80668706,1115.995151,3501103
2011,1,3241735,1575288,22.88193019,1716.411314,3501103
2012,1,3529578.692,1304325,23.16491573,1865.065252,3501103
2013,1,2157615.128,1290663,22.29199619,1790.705356,3501103
2014,1,2975920.223,1812393,23.63479797,1379.04005,3501103
1990,0,387266.0412,828234,23.71004728,1224.939174,3501202
1991,0,570400.3624,894960,23.57181971,1392.845438,3501202
1992,0,587930.4335,742500,23.4228654,1342.689937,3501202
1993,0,835749.9831,461736,23.73953854,1255.732417,3501202
1994,0,901781.947,442134,24.22083016,1292.125833,3501202
1995,0,577541.6798,436590,24.01860259,1420.555207,3501202
1996,0,447827.0154,360063,23.62051304,1366.62405,3501202
1997,0,794489.2131,531828,24.01208089,1399.18675,3501202
1998,0,504586.3724,330759,23.95702232,1315.512605,3501202
1999,0,518569.8333,294129,23.90933565,1240.222451,3501202
2000,0,376028.0162,198198,23.87443348,1620.594989,3501202
2001,0,473182.7352,251856,24.05343398,1352.98687,3501202
2002,0,561684.3274,309375,25.1390179,1136.936052,3501202
2003,0,592414.9425,360261,24.22338363,1320.511716,3501202
2004,0,998985.6314,442530,23.97738914,1283.512306,3501202
2005,0,987624,441342,24.45584441,1370.531251,3501202
2006,1,1194755.376,503217,24.17015064,1320.196461,3501202
2007,1,1483660.067,470448,24.77255991,1433.49921,3501202
2008,1,1436023.876,551925,23.97112111,1531.580559,3501202
2009,1,598732.6859,371745,23.86703949,1738.955658,3501202
2010,1,896248.9692,275715,24.23770314,1011.700605,3501202
2011,1,1231632.038,434709,23.65668978,1413.321662,3501202
2012,1,2270190.157,816651,24.43143151,1408.655624,3501202
2013,1,2421263.334,1012077,23.57974683,1252.073417,3501202
2014,1,2582465.28,1118106,24.05258803,1302.482613,3501202
1990,0,365253.276,335016,22.93848957,1367.637147,3501301
1991,0,104224.9762,155430,23.35314233,1111.391088,3501301
1992,0,281789.194,335511,22.83411748,1426.157039,3501301
1993,0,238061.6205,202455,23.07935824,1237.264926,3501301
1994,0,874932.7758,374418,23.71130324,1255.640659,3501301
1995,0,698719.6265,276903,23.66866555,1241.694436,3501301
1996,0,701714.6022,259875,23.17620786,1452.5562,3501301
1997,0,606632.1236,209088,23.4011569,1666.706381,3501301
1998,0,919687.8785,235125,23.26592064,1525.011066,3501301
1999,0,1194867.995,248886,23.34982033,1198.819448,3501301
2000,0,1078277.085,227898,23.29008842,1294.671728,3501301
2001,0,1034359.463,224433,23.6072373,1200.618192,3501301
2002,0,1083104.545,232155,24.55836497,1159.981483,3501301
2003,0,566805.4338,196218,23.5805441,1452.456112,3501301
2004,0,757949.7493,225918,22.95579991,1372.213926,3501301
2005,0,901791,303633,23.01900012,1129.448205,3501301
2006,1,1036017.911,298782,23.94384261,1195.638102,3501301
2007,1,916410.0053,205821,24.26412786,1275.593727,3501301
2008,1,595226.3867,156123,23.47332575,1048.630117,3501301
2009,1,683060.1996,152262,23.57221785,1863.794681,3501301
2010,1,554904.2896,140382,23.02835247,1440.577017,3501301
2011,1,646334.1049,146718,22.74155024,1260.218426,3501301
2012,1,781133.9182,176121,22.67000999,1485.484997,3501301
2013,1,1173901.145,135828,21.64635533,1512.082732,3501301
2014,1,823774.4917,121176,22.86931199,1281.151194,3501301
1990,0,104612.7692,317592,23.10717064,1551.91703,3501400
1991,0,122106.4394,286605,23.1000795,1500.338962,3501400
1992,0,233587.299,209781,22.82783512,1510.562465,3501400
1993,0,339771.8398,193248,23.14065712,1517.777345,3501400
1994,0,655275.4256,154242,23.75307096,1560.53838,3501400
1995,0,534819.9655,122958,23.50702346,1436.480875,3501400
1996,0,314549.4136,138105,22.85764901,1334.871431,3501400
1997,0,526920.2352,114246,23.49826982,1670.639437,3501400
1998,0,534520.8117,113058,23.48701543,1520.159233,3501400
1999,0,630913.3134,136323,23.45511477,1123.28791,3501400
2000,0,201994.9103,92169,22.60800479,1299.594984,3501400
2001,0,277081.8366,161469,22.48777399,1222.711296,3501400
2002,0,463149.1039,178101,23.22327467,1241.631422,3501400
2003,0,336411.6462,168696,22.93935205,1314.09722,3501400
2004,0,673077.9598,205821,21.86956552,1019.558316,3501400
2005,0,730224,239778,22.41377256,1384.658162,3501400
2006,1,779771.7078,218196,22.35902705,905.0340939,3501400
2007,1,931243.0101,222849,22.80712631,1581.185306,3501400
2008,1,879889.3844,264726,22.58729368,939.6102967,3501400
2009,1,500680.8511,178992,22.30963607,2179.123858,3501400
2010,1,661209.1931,144837,22.22945791,1318.407544,3501400
2011,1,1126961.495,253044,22.38882751,2364.292118,3501400
2012,1,673925.0795,192357,22.36574051,2077.572492,3501400
2013,1,290049.9149,152955,21.56633436,1496.943083,3501400
2014,1,166139.8119,68607,22.94465577,1206.034226,3501400
1990,0,82071.82073,210969,22.29244573,1532.301437,3501509
1991,0,111247.4612,227106,22.48302238,1580.72382,3501509
1992,0,151246.7621,185724,22.22349115,1387.36101,3501509
1993,0,248910.0672,160578,22.25899187,1740.555682,3501509
1994,0,307014.4363,122463,23.03149775,1487.420472,3501509
1995,0,403660.3099,124245,22.81405772,1657.759665,3501509
1996,0,293674.6085,104445,22.5834869,1302.258508,3501509
1997,0,499144.3401,88704,22.7478381,1460.698954,3501509
1998,0,488186.1211,87318,22.69835288,1796.566983,3501509
1999,0,395838.976,88209,22.72388578,1635.329975,3501509
2000,0,197480.244,68607,21.99085848,1338.470838,3501509
2001,0,195042.3243,106722,21.9560762,1530.771788,3501509
2002,0,245611.0679,101772,22.40011122,1355.171156,3501509
2003,0,157145.0855,100485,22.13726128,1343.528464,3501509
2004,0,325550.3166,104148,21.01241381,1253.516574,3501509
2005,0,593604,227403,21.55521119,1196.621085,3501509
2006,1,591115.6592,233145,21.46606665,1094.062479,3501509
2007,1,1410843.498,283635,21.92747215,1341.056288,3501509
2008,1,416417.1627,146619,21.75552716,1271.912533,3501509
2009,1,429857.4824,178893,21.75648789,2129.398946,3501509
2010,1,1167673.516,198396,21.42334816,1329.863179,3501509
2011,1,599518.0621,214632,22.13283553,1586.287652,3501509
2012,1,610517.0712,179883,21.85586287,1885.969773,3501509
2013,1,764806.398,257499,21.29850304,2031.973325,3501509
2014,1,575386.7549,181269,22.72348783,1283.481608,3501509
1990,0,163391.5358,238491,20.60991331,1297.017157,3501608
1991,0,191911.1006,240471,20.25657437,1608.68056,3501608
1992,0,229140.6557,235521,19.9633403,1361.682784,3501608
1993,0,431107.7468,232749,19.95851495,1406.245762,3501608
1994,0,311489.2982,231858,20.31024398,1349.841381,3501608
1995,0,321810.2965,232155,20.39925246,1776.890885,3501608
1996,0,302417.0482,198495,19.88362565,1758.936178,3501608
1997,0,346294.7398,224928,20.38639078,1510.013514,3501608
1998,0,366059.978,268389,20.65998669,1500.326178,3501608
1999,0,192246.382,229878,20.21548048,1415.873567,3501608
2000,0,349959.459,227799,20.1674868,1609.059757,3501608
2001,0,693233.8786,289080,20.85388122,1193.890894,3501608
2002,0,790071.3041,296505,21.46361938,1335.576462,3501608
2003,0,,169290,20.73165679,1103.755519,3501608
2004,0,,168300,20.10135725,1392.32347,3501608
2005,0,,175725,20.82043751,1304.705015,3501608
2006,1,,256905,20.78475639,1266.898899,3501608
2007,1,,256905,21.1265014,1446.389938,3501608
2008,1,,254430,20.4007776,1426.186709,3501608
2009,1,,282150,20.93272392,1823.425749,3501608
2010,1,,341550,20.96242609,1142.478538,3501608
2011,1,,287100,20.73159694,1710.403702,3501608
2012,1,,247500,21.35123312,1372.800315,3501608
2013,1,,247500,20.73677628,1387.349423,3501608
2014,1,,165429,21.73540639,1013.572323,3501608
1990,0,1923669.191,1111671,20.95635963,1420.14057,3501707
1991,0,1696039.13,1058409,20.91831594,1572.435757,3501707
1992,0,2859757.569,1172061,21.27456144,1431.181323,3501707
1993,0,2631922.12,1078308,20.4822145,1526.453154,3501707
1994,0,1830023.947,1062864,20.73301826,1405.22955,3501707
1995,0,1728233.088,1075338,20.96643472,1703.703528,3501707
1996,0,2031814.363,1035540,20.53999098,1649.103544,3501707
1997,0,1737390.458,888327,20.90259691,1681.074624,3501707
1998,0,1850999.236,1045242,21.18664082,1348.218897,3501707
1999,0,1181284.502,766557,21.20799432,1414.257853,3501707
2000,0,1638969.518,800613,21.39930113,1624.893466,3501707
2001,0,2072291.615,752895,21.30780251,1314.344345,3501707
2002,0,2118898.762,770418,22.00354971,1442.072465,3501707
2003,0,1631573.536,771606,21.2837487,1418.618608,3501707
2004,0,1956250.078,782793,20.60854602,1702.580864,3501707
2005,0,2219283,766854,21.29018215,1319.175404,3501707
2006,1,2235743.151,766854,21.33718733,1421.325268,3501707
2007,1,2162831.893,772200,21.63330908,1704.357336,3501707
2008,1,1354461.774,998316,21.02416225,1415.7468,3501707
2009,1,1034461.536,923175,21.27851142,1885.369707,3501707
2010,1,2185351.179,943470,21.42160607,1063.870896,3501707
2011,1,2191912.837,930798,21.20667707,1432.121646,3501707
2012,1,2932534.389,948816,21.49008771,1520.724105,3501707
2013,1,2442658.731,897336,20.80208211,1479.988262,3501707
2014,1,2307774.149,897336,22.0502838,974.6225819,3501707
1990,0,232082.7131,598158,23.66658348,1276.954541,3501806
1991,0,240668.2321,508464,23.54633886,1477.234283,3501806
1992,0,343608.9735,360855,23.44430846,1611.384471,3501806
1993,0,697726.5238,341451,23.72110405,1214.16899,3501806
1994,0,476670.0691,348777,24.23092718,1347.189982,3501806
1995,0,418632.8734,362736,24.02715603,1329.999033,3501806
1996,0,424454.3704,444114,23.64407194,1511.480103,3501806
1997,0,203963.8216,108900,23.99795918,1518.069429,3501806
1998,0,398223.5776,104742,23.96078354,1260.043588,3501806
1999,0,337190.246,114444,23.90280707,1066.274148,3501806
2000,0,175926.3531,100485,23.86426262,1310.915995,3501806
2001,0,355548.6604,108504,24.04046982,1151.220768,3501806
2002,0,294934.602,123354,25.09952336,1082.351069,3501806
2003,0,304468.6031,158202,24.17855944,1269.276605,3501806
2004,0,575609.41,281853,23.93284278,1223.645682,3501806
2005,0,546381,432432,24.42662505,1296.047376,3501806
2006,1,662482.9104,337788,24.12754962,1308.402631,3501806
2007,1,1112924.845,380952,24.74241087,1264.651916,3501806
2008,1,699391.0044,386595,23.90745433,1433.455069,3501806
2009,1,1027269.111,1027026,23.81170499,1623.98606,3501806
2010,1,1751144.966,850905,24.15024578,1208.044669,3501806
2011,1,2487353.883,844668,23.56708431,1228.647077,3501806
2012,1,2005894.571,830214,24.33835771,1325.937015,3501806
2013,1,1834997.835,803979,23.46149292,1307.787774,3501806
2014,1,2697741.899,1332045,23.95274107,1288.895368,3501806
1990,0,1136383.79,1082169,20.24060559,572.5630504,3501905
1991,0,1064264.253,953667,19.28275038,1139.159454,3501905
1992,0,1715094.025,874467,19.33492705,686.9690908,3501905
1993,0,2507266.733,723294,19.52445212,477.5629371,3501905
1994,0,2507284.563,743193,19.62786938,470.5645906,3501905
1995,0,2046849.237,950994,19.64935334,535.1117492,3501905
1996,0,2341724.931,1111176,19.320376,489.0389024,3501905
1997,0,3197186.318,2121966,20.16179874,388.9295763,3501905
1998,0,1566303.612,719730,19.85448226,703.792741,3501905
1999,0,1583515.71,719730,19.24974663,1153.77871,3501905
2000,0,1578239.974,644688,19.85481342,1558.040479,3501905
2001,0,1893921.837,648549,19.9932689,1672.03008,3501905
2002,0,2486644.296,638154,20.4599416,1405.764017,3501905
2003,0,2022692.233,651618,19.88390679,1421.247561,3501905
2004,0,1846452.784,585387,19.30465288,1554.475469,3501905
2005,0,2051478,657162,19.86388812,1611.317259,3501905
2006,1,2755093.97,657855,19.8054569,1414.414987,3501905
2007,1,2973702.822,707949,20.24380358,1590.8897,3501905
2008,1,2750026.343,702207,19.51051297,1843.636904,3501905
2009,1,2655913.023,705177,20.09663523,2011.571341,3501905
